Labelbox/golf-2/masks/cksfnngf800303169f8jszq8u.png,ckrkltjz0u15n0yp2ftig69dr,unknown,0,0,0,0
Labelbox/golf-2/masks/cksfnnsbq00323169y7xcbcp7.png,ckrkltjz0u15n0yp2ftig69dr,semirough,0,0,0,0
Labelbox/golf-2/masks/cksfnowb300363169dftvxohl.png,ckrkltjz0u15n0yp2ftig69dr,rough,0,0,0,0
Labelbox/golf-2/masks/cksfnpyvu003931691ppr6u0e.png,ckrkltjz0u15n0yp2ftig69dr,tree,0,0,0,0
Labelbox/golf-2/masks/cksfnu123003b3169a4lkc4ux.png,ckrkltjz0u15n0yp2ftig69dr,sky,0,0,0,0
Labelbox/golf-2/masks/cks8uwgp200393168qb7t5ezm.png,ckrkltjz0u15i0yp20gzhcd8k,rough,0,0,0,0
Labelbox/golf-2/masks/cks8ux5q5003c3168x6kbz0ve.png,ckrkltjz0u15i0yp20gzhcd8k,unknown,0,0,0,0
Labelbox/golf-2/masks/cks8uxza5003e316860h6lxjm.png,ckrkltjz0u15i0yp20gzhcd8k,semirough,0,0,0,0
Labelbox/golf-2/masks/cks8uyj3c003g3168f2f2jd4o.png,ckrkltjz0u15i0yp20gzhcd8k,tree,0,0,0,0
Labelbox/golf-2/masks/cks8uzqjw003i3168n5i5m82c.png,ckrkltjz0u15i0yp20gzhcd8k,sky,0,0,0,0
Labelbox/golf-2/masks/cks733yz1000m3168dtytp0fo.png,ckrkltjz0u15d0yp2533p1joc,unknown,0,0,0,0
Labelbox/golf-2/masks/cks736knt000p3168ez7t68yw.png,ckrkltjz0u15d0yp2533p1joc,semirough,0,0,0,0
Labelbox/golf-2/masks/cks7389je000u3168l0hun4i5.png,ckrkltjz0u15d0yp2533p1joc,rough,0,0,0,0
Labelbox/golf-2/masks/cks73fc5d00123168b8w63wrc.png,ckrkltjz0u15d0yp2533p1joc,fairway,0,0,0,0
Labelbox/golf-2/masks/cks73g3f8001431685j9nh4vh.png,ckrkltjz0u15d0yp2533p1joc,tree,0,0,0,0
Labelbox/golf-2/masks/cks73neu3001631687vaf5a3n.png,ckrkltjz0u15d0yp2533p1joc,sky,0,0,0,0
